"","continent_level","date","cases","new_cases","deaths","new_deaths","days_since_death10","days_since_case100","continent","pop","per100k","newper100k","deathsper100k","newdeathsper100k"
"68","Africa",2020-04-21,24515,1055,1189,30,35,42,"Africa",1.2e+09,2,0.1,0.1,0
"69","Africa",2020-04-22,25917,1402,1240,51,36,43,"Africa",1.2e+09,2.2,0.1,0.1,0
"70","Africa",2020-04-23,27367,1450,1297,57,37,44,"Africa",1.2e+09,2.3,0.1,0.1,0
"71","Africa",2020-04-24,29074,1707,1324,27,38,45,"Africa",1.2e+09,2.4,0.1,0.1,0
"72","Africa",2020-04-25,30305,1231,1375,51,39,46,"Africa",1.2e+09,2.5,0.1,0.1,0
"73","Africa",2020-04-26,31839,1534,1423,48,40,47,"Africa",1.2e+09,2.7,0.1,0.1,0
"74","Africa",2020-04-27,33173,1334,1462,39,41,48,"Africa",1.2e+09,2.8,0.1,0.1,0
"75","Africa",2020-04-28,34800,1627,1523,61,42,49,"Africa",1.2e+09,2.9,0.1,0.1,0
"76","Africa",2020-04-29,36813,2015,1588,65,43,50,"Africa",1.2e+09,3.1,0.2,0.1,0
"77","Africa",2020-04-30,38826,2013,1634,46,44,51,"Africa",1.2e+09,3.2,0.2,0.1,0
"78","Africa",2020-05-01,40576,1750,1692,58,45,52,"Africa",1.2e+09,3.4,0.1,0.1,0
"79","Africa",2020-05-02,42772,2202,1759,67,46,53,"Africa",1.2e+09,3.6,0.2,0.1,0
"80","Africa",2020-05-03,44307,1535,1796,37,47,54,"Africa",1.2e+09,3.7,0.1,0.1,0
"81","Africa",2020-05-04,46965,2658,1842,46,48,55,"Africa",1.2e+09,3.9,0.2,0.2,0
"82","Africa",2020-05-05,49003,2038,1908,66,49,56,"Africa",1.2e+09,4.1,0.2,0.2,0
"83","Africa",2020-05-06,51549,2546,2006,98,50,57,"Africa",1.2e+09,4.3,0.2,0.2,0
"84","Africa",2020-05-07,54039,2490,2073,67,51,58,"Africa",1.2e+09,4.5,0.2,0.2,0
"85","Africa",2020-05-08,57844,3805,2154,81,52,59,"Africa",1.2e+09,4.8,0.3,0.2,0
"86","Africa",2020-05-09,60566,2722,2221,67,53,60,"Africa",1.2e+09,5,0.2,0.2,0
"87","Africa",2020-05-10,63293,2727,2290,69,54,61,"Africa",1.2e+09,5.3,0.2,0.2,0
"88","Africa",2020-05-11,66319,3033,2344,54,55,62,"Africa",1.2e+09,5.5,0.3,0.2,0
"89","Africa",2020-05-12,69453,3134,2395,51,56,63,"Africa",1.2e+09,5.8,0.3,0.2,0
"90","Africa",2020-05-13,72391,2938,2493,98,57,64,"Africa",1.2e+09,6,0.2,0.2,0
"91","Africa",2020-05-14,75352,2961,2562,69,58,65,"Africa",1.2e+09,6.3,0.2,0.2,0
"92","Africa",2020-05-15,78280,2928,2624,62,59,66,"Africa",1.2e+09,6.5,0.2,0.2,0
"93","Africa",2020-05-16,81608,3328,2708,84,60,67,"Africa",1.2e+09,6.8,0.3,0.2,0
"94","Africa",2020-05-17,84596,2988,2759,51,61,68,"Africa",1.2e+09,7,0.2,0.2,0
"95","Africa",2020-05-18,88264,3668,2832,73,62,69,"Africa",1.2e+09,7.4,0.3,0.2,0
"96","Africa",2020-05-19,91413,3358,2907,75,63,70,"Africa",1.2e+09,7.6,0.3,0.2,0
"97","Africa",2020-05-20,95068,3655,2990,83,64,71,"Africa",1.2e+09,7.9,0.3,0.2,0
"98","Africa",2020-05-21,99760,4796,3095,105,65,72,"Africa",1.2e+09,8.3,0.4,0.3,0
"99","Africa",2020-05-22,103875,4115,3184,89,66,73,"Africa",1.2e+09,8.7,0.3,0.3,0
"100","Africa",2020-05-23,107747,3872,3257,73,67,74,"Africa",1.2e+09,9,0.3,0.3,0
"101","Africa",2020-05-24,111812,4065,3354,97,68,75,"Africa",1.2e+09,9.3,0.3,0.3,0
"102","Africa",2020-05-25,115892,4080,3479,125,69,76,"Africa",1.2e+09,9.7,0.3,0.3,0
"103","Africa",2020-05-26,119454,3562,3592,113,70,77,"Africa",1.2e+09,10,0.3,0.3,0
"104","Africa",2020-05-27,124733,5279,3700,108,71,78,"Africa",1.2e+09,10.4,0.4,0.3,0
"105","Africa",2020-05-28,129452,4719,3792,92,72,79,"Africa",1.2e+09,10.8,0.4,0.3,0
"106","Africa",2020-05-29,135375,5923,3923,131,73,80,"Africa",1.2e+09,11.3,0.5,0.3,0
"107","Africa",2020-05-30,141599,6224,4070,147,74,81,"Africa",1.2e+09,11.8,0.5,0.3,0
"108","Africa",2020-05-31,146794,5195,4223,153,75,82,"Africa",1.2e+09,12.2,0.4,0.4,0
"109","Africa",2020-06-01,152500,5706,4344,121,76,83,"Africa",1.2e+09,12.7,0.5,0.4,0
"110","Africa",2020-06-02,157375,4875,4495,151,77,84,"Africa",1.2e+09,13.1,0.4,0.4,0
"111","Africa",2020-06-03,162514,5139,4602,107,78,85,"Africa",1.2e+09,13.5,0.4,0.4,0
"112","Africa",2020-06-04,169646,7132,4757,155,79,86,"Africa",1.2e+09,14.1,0.6,0.4,0
"113","Africa",2020-06-05,176778,7132,4916,159,80,87,"Africa",1.2e+09,14.7,0.6,0.4,0
"114","Africa",2020-06-06,183437,6659,5056,140,81,88,"Africa",1.2e+09,15.3,0.6,0.4,0
"115","Africa",2020-06-07,189559,6122,5189,133,82,89,"Africa",1.2e+09,15.8,0.5,0.4,0
"116","Africa",2020-06-08,196368,6809,5364,175,83,90,"Africa",1.2e+09,16.4,0.6,0.4,0
"117","Africa",2020-06-09,202864,6496,5539,175,84,91,"Africa",1.2e+09,16.9,0.5,0.5,0
"118","Africa",2020-06-10,209380,6516,5689,150,85,92,"Africa",1.2e+09,17.4,0.5,0.5,0
"119","Africa",2020-06-11,216775,7395,5852,163,86,93,"Africa",1.2e+09,18.1,0.6,0.5,0
"120","Africa",2020-06-12,224853,8078,6051,199,87,94,"Africa",1.2e+09,18.7,0.7,0.5,0
"121","Africa",2020-06-13,232933,8080,6254,203,88,95,"Africa",1.2e+09,19.4,0.7,0.5,0
"122","Africa",2020-06-14,241785,8852,6460,206,89,96,"Africa",1.2e+09,20.1,0.7,0.5,0
"123","Africa",2020-06-15,251408,9623,6763,303,90,97,"Africa",1.2e+09,21,0.8,0.6,0
"124","Africa",2020-06-16,259111,7703,7016,253,91,98,"Africa",1.2e+09,21.6,0.6,0.6,0
"125","Africa",2020-06-17,267818,8707,7219,203,92,99,"Africa",1.2e+09,22.3,0.7,0.6,0
"126","Africa",2020-06-18,275792,7974,7420,201,93,100,"Africa",1.2e+09,23,0.7,0.6,0
"127","Africa",2020-06-19,285914,10122,7683,263,94,101,"Africa",1.2e+09,23.8,0.8,0.6,0
"128","Africa",2020-06-20,297112,11198,7919,236,95,102,"Africa",1.2e+09,24.8,0.9,0.7,0
"129","Africa",2020-06-21,306390,9278,8116,197,96,103,"Africa",1.2e+09,25.5,0.8,0.7,0
"130","Africa",2020-06-22,315380,8990,8339,223,97,104,"Africa",1.2e+09,26.3,0.7,0.7,0
"131","Africa",2020-06-23,324524,9144,8621,282,98,105,"Africa",1.2e+09,27,0.8,0.7,0
"132","Africa",2020-06-24,335791,11267,8856,235,99,106,"Africa",1.2e+09,28,0.9,0.7,0
"133","Africa",2020-06-25,347836,12045,9070,214,100,107,"Africa",1.2e+09,29,1,0.8,0
"134","Africa",2020-06-26,359591,11755,9283,213,101,108,"Africa",1.2e+09,30,1,0.8,0
"135","Africa",2020-06-27,371600,12009,9485,202,102,109,"Africa",1.2e+09,31,1,0.8,0
"136","Africa",2020-06-28,382190,10590,9664,179,103,110,"Africa",1.2e+09,31.8,0.9,0.8,0
"137","Africa",2020-06-29,393232,11042,9880,216,104,111,"Africa",1.2e+09,32.8,0.9,0.8,0
"138","Africa",2020-06-30,404796,11564,10147,267,105,112,"Africa",1.2e+09,33.7,1,0.8,0
"139","Africa",2020-07-01,418211,13415,10406,259,106,113,"Africa",1.2e+09,34.9,1.1,0.9,0
"140","Africa",2020-07-02,432331,14120,10644,238,107,114,"Africa",1.2e+09,36,1.2,0.9,0
"141","Africa",2020-07-03,447464,15133,10883,239,108,115,"Africa",1.2e+09,37.3,1.3,0.9,0
"142","Africa",2020-07-04,463075,15611,11084,201,109,116,"Africa",1.2e+09,38.6,1.3,0.9,0
"143","Africa",2020-07-05,476637,13562,11364,280,110,117,"Africa",1.2e+09,39.7,1.1,0.9,0
"144","Africa",2020-07-06,490481,13844,11613,249,111,118,"Africa",1.2e+09,40.9,1.2,1,0
"145","Africa",2020-07-07,507931,17450,11978,365,112,119,"Africa",1.2e+09,42.3,1.5,1,0
"146","Africa",2020-07-08,522641,14710,12233,255,113,120,"Africa",1.2e+09,43.6,1.2,1,0
"147","Africa",2020-07-09,541840,19199,12459,226,114,121,"Africa",1.2e+09,45.2,1.6,1,0
"148","Africa",2020-07-10,559446,17606,12769,310,115,122,"Africa",1.2e+09,46.6,1.5,1.1,0
"149","Africa",2020-07-11,578307,18861,12989,220,116,123,"Africa",1.2e+09,48.2,1.6,1.1,0
"150","Africa",2020-07-12,594955,16648,13246,257,117,124,"Africa",1.2e+09,49.6,1.4,1.1,0
"151","Africa",2020-07-13,611092,16137,13464,218,118,125,"Africa",1.2e+09,50.9,1.3,1.1,0
"152","Africa",2020-07-14,625562,14470,13763,299,119,126,"Africa",1.2e+09,52.1,1.2,1.1,0
"153","Africa",2020-07-15,643622,18060,13989,226,120,127,"Africa",1.2e+09,53.6,1.5,1.2,0
"154","Africa",2020-07-16,663953,20331,14359,370,121,128,"Africa",1.2e+09,55.3,1.7,1.2,0
"155","Africa",2020-07-17,683493,19540,14674,315,122,129,"Africa",1.2e+09,57,1.6,1.2,0
"156","Africa",2020-07-18,702663,19170,14956,282,123,130,"Africa",1.2e+09,58.6,1.6,1.2,0
"157","Africa",2020-07-19,721292,18629,15170,214,124,131,"Africa",1.2e+09,60.1,1.6,1.3,0
"158","Africa",2020-07-20,736587,15295,15424,254,125,132,"Africa",1.2e+09,61.4,1.3,1.3,0
"159","Africa",2020-07-21,750451,13864,15738,314,126,133,"Africa",1.2e+09,62.5,1.2,1.3,0
"160","Africa",2020-07-22,770175,19724,16446,708,127,134,"Africa",1.2e+09,64.2,1.6,1.4,0.1
"161","Africa",2020-07-23,788532,18357,16715,269,128,135,"Africa",1.2e+09,65.7,1.5,1.4,0
"162","Africa",2020-07-24,810643,22111,17105,390,129,136,"Africa",1.2e+09,67.6,1.8,1.4,0
"163","Africa",2020-07-25,828877,18234,17522,417,130,137,"Africa",1.2e+09,69.1,1.5,1.5,0
"164","Africa",2020-07-26,847109,18232,17767,245,131,138,"Africa",1.2e+09,70.6,1.5,1.5,0
"165","Africa",2020-07-27,860537,13432,18176,409,132,139,"Africa",1.2e+09,71.7,1.1,1.5,0
"166","Africa",2020-07-28,874036,13499,18498,322,133,140,"Africa",1.2e+09,72.8,1.1,1.5,0
"167","Africa",2020-07-29,891595,17559,18865,367,134,141,"Africa",1.2e+09,74.3,1.5,1.6,0
"168","Africa",2020-07-30,909002,17407,19319,457,135,142,"Africa",1.2e+09,75.8,1.5,1.6,0
"169","Africa",2020-07-31,928155,19153,19683,364,136,143,"Africa",1.2e+09,77.3,1.6,1.6,0
"170","Africa",2020-08-01,945104,16949,19975,292,137,144,"Africa",1.2e+09,78.8,1.4,1.7,0
"171","Africa",2020-08-02,957759,12655,20307,332,138,145,"Africa",1.2e+09,79.8,1.1,1.7,0
"172","Africa",2020-08-03,968612,10853,20628,321,139,146,"Africa",1.2e+09,80.7,0.9,1.7,0
"173","Africa",2020-08-04,978527,9915,21100,472,140,147,"Africa",1.2e+09,81.5,0.8,1.8,0
"174","Africa",2020-08-05,993901,15374,21639,539,141,148,"Africa",1.2e+09,82.8,1.3,1.8,0
"175","Africa",2020-08-06,1008159,14258,22070,431,142,149,"Africa",1.2e+09,84,1.2,1.8,0
"176","Africa",2020-08-07,1021721,13562,22509,439,143,150,"Africa",1.2e+09,85.1,1.1,1.9,0
"177","Africa",2020-08-08,1035929,14208,22922,413,144,151,"Africa",1.2e+09,86.3,1.2,1.9,0
"178","Africa",2020-08-09,1048285,12356,23280,358,145,152,"Africa",1.2e+09,87.4,1,1.9,0
"179","Africa",2020-08-10,1057340,9055,23599,319,146,153,"Africa",1.2e+09,88.1,0.8,2,0
"180","Africa",2020-08-11,1065300,7960,23868,269,147,154,"Africa",1.2e+09,88.8,0.7,2,0
"181","Africa",2020-08-12,1074476,9176,24278,410,148,155,"Africa",1.2e+09,89.5,0.8,2,0
"182","Africa",2020-08-13,1084904,10428,24683,405,149,156,"Africa",1.2e+09,90.4,0.9,2.1,0
"183","Africa",2020-08-14,1097447,12543,25099,416,150,157,"Africa",1.2e+09,91.5,1,2.1,0
"184","Africa",2020-08-15,1109208,11761,25339,240,151,158,"Africa",1.2e+09,92.4,1,2.1,0
"185","Africa",2020-08-16,1119168,9960,25634,295,152,159,"Africa",1.2e+09,93.3,0.8,2.1,0
"186","Africa",2020-08-17,1128061,8893,25898,264,153,160,"Africa",1.2e+09,94,0.7,2.2,0
"187","Africa",2020-08-18,1136712,8651,26313,415,154,161,"Africa",1.2e+09,94.7,0.7,2.2,0
"188","Africa",2020-08-19,1147632,10920,26641,328,155,162,"Africa",1.2e+09,95.6,0.9,2.2,0
"189","Africa",2020-08-20,1158236,10604,26978,337,156,163,"Africa",1.2e+09,96.5,0.9,2.2,0
"190","Africa",2020-08-21,1168490,10254,27330,352,157,164,"Africa",1.2e+09,97.4,0.9,2.3,0
"191","Africa",2020-08-22,1178828,10338,27604,274,158,165,"Africa",1.2e+09,98.2,0.9,2.3,0
"192","Africa",2020-08-23,1187968,9140,27786,182,159,166,"Africa",1.2e+09,99,0.8,2.3,0
"193","Africa",2020-08-24,1195480,7612,28006,220,160,167,"Africa",1.2e+09,99.6,0.6,2.3,0
"194","Africa",2020-08-25,1203094,7614,28289,283,161,168,"Africa",1.2e+09,100.3,0.6,2.4,0
"195","Africa",2020-08-26,1211878,8784,28608,319,162,169,"Africa",1.2e+09,101,0.7,2.4,0
"196","Africa",2020-08-27,1220467,8589,28861,253,163,170,"Africa",1.2e+09,101.7,0.7,2.4,0
"197","Africa",2020-08-28,1228506,8039,29092,231,164,171,"Africa",1.2e+09,102.4,0.7,2.4,0
"198","Africa",2020-08-29,1236983,8477,29423,331,165,172,"Africa",1.2e+09,103.1,0.7,2.5,0
"199","Africa",2020-08-30,1245440,8457,29587,164,166,173,"Africa",1.2e+09,103.8,0.7,2.5,0
"200","Africa",2020-08-31,1252245,6805,29813,226,167,174,"Africa",1.2e+09,104.4,0.6,2.5,0
"201","Africa",2020-09-01,1259402,7157,30055,242,168,175,"Africa",1.2e+09,105,0.6,2.5,0
"202","Africa",2020-09-02,1268116,8714,30320,265,169,176,"Africa",1.2e+09,105.7,0.7,2.5,0
"203","Asia",2020-01-22,554,554,17,17,0,0,"Asia",4.5e+09,0,0,0,0
"204","Asia",2020-01-23,653,99,18,1,1,1,"Asia",4.5e+09,0,0,0,0
"205","Asia",2020-01-24,937,284,26,8,2,2,"Asia",4.5e+09,0,0,0,0
"206","Asia",2020-01-25,1429,492,42,16,3,3,"Asia",4.5e+09,0,0,0,0
"207","Asia",2020-01-26,2105,676,56,14,4,4,"Asia",4.5e+09,0,0,0,0
"208","Asia",2020-01-27,2912,807,82,26,5,5,"Asia",4.5e+09,0.1,0,0,0
"209","Asia",2020-01-28,5558,2646,131,49,6,6,"Asia",4.5e+09,0.1,0.1,0,0
"210","Asia",2020-01-29,6143,585,133,2,7,7,"Asia",4.5e+09,0.1,0,0,0
"211","Asia",2020-01-30,8208,2065,171,38,8,8,"Asia",4.5e+09,0.2,0,0,0
"212","Asia",2020-01-31,9889,1681,213,42,9,9,"Asia",4.5e+09,0.2,0,0,0
"213","Asia",2020-02-01,11991,2102,259,46,10,10,"Asia",4.5e+09,0.3,0,0,0
"214","Asia",2020-02-02,16738,4747,362,103,11,11,"Asia",4.5e+09,0.4,0.1,0,0
"215","Asia",2020-02-03,19827,3089,426,64,12,12,"Asia",4.5e+09,0.4,0.1,0,0
"216","Asia",2020-02-04,23836,4009,492,66,13,13,"Asia",4.5e+09,0.5,0.1,0,0
"217","Asia",2020-02-05,27579,3743,564,72,14,14,"Asia",4.5e+09,0.6,0.1,0,0
"218","Asia",2020-02-06,30737,3158,634,70,15,15,"Asia",4.5e+09,0.7,0.1,0,0
"219","Asia",2020-02-07,34264,3527,719,85,16,16,"Asia",4.5e+09,0.8,0.1,0,0
"220","Asia",2020-02-08,36989,2725,806,87,17,17,"Asia",4.5e+09,0.8,0.1,0,0
"221","Asia",2020-02-09,40013,3024,906,100,18,18,"Asia",4.5e+09,0.9,0.1,0,0
"222","Asia",2020-02-10,42551,2538,1013,107,19,19,"Asia",4.5e+09,0.9,0.1,0,0
"223","Asia",2020-02-11,44589,2038,1113,100,20,20,"Asia",4.5e+09,1,0,0,0
"224","Asia",2020-02-12,44966,377,1118,5,21,21,"Asia",4.5e+09,1,0,0,0
"225","Asia",2020-02-13,60117,15151,1371,253,22,22,"Asia",4.5e+09,1.3,0.3,0,0
"226","Asia",2020-02-14,66599,6482,1523,152,23,23,"Asia",4.5e+09,1.5,0.1,0,0
"227","Asia",2020-02-15,68673,2074,1665,142,24,24,"Asia",4.5e+09,1.5,0,0,0
"228","Asia",2020-02-16,70787,2114,1769,104,25,25,"Asia",4.5e+09,1.6,0,0,0
"229","Asia",2020-02-17,72721,1934,1867,98,26,26,"Asia",4.5e+09,1.6,0,0,0
"230","Asia",2020-02-18,74515,1794,2007,140,27,27,"Asia",4.5e+09,1.7,0,0,0
"231","Asia",2020-02-19,74935,420,2122,115,28,28,"Asia",4.5e+09,1.7,0,0,0
"232","Asia",2020-02-20,75480,545,2245,123,29,29,"Asia",4.5e+09,1.7,0,0,0
"233","Asia",2020-02-21,76088,608,2248,3,30,30,"Asia",4.5e+09,1.7,0,0,0
"234","Asia",2020-02-22,77807,1719,2454,206,31,31,"Asia",4.5e+09,1.7,0,0.1,0
"235","Asia",2020-02-23,78030,223,2463,9,32,32,"Asia",4.5e+09,1.7,0,0.1,0
"236","Asia",2020-02-24,78517,487,2619,156,33,33,"Asia",4.5e+09,1.7,0,0.1,0
"237","Asia",2020-02-25,79260,743,2696,77,34,34,"Asia",4.5e+09,1.8,0,0.1,0
"238","Asia",2020-02-26,80059,799,2753,57,35,35,"Asia",4.5e+09,1.8,0,0.1,0
"239","Asia",2020-02-27,81151,1092,2791,38,36,36,"Asia",4.5e+09,1.8,0,0.1,0
"240","Asia",2020-02-28,82228,1077,2844,53,37,37,"Asia",4.5e+09,1.8,0,0.1,0
"241","Asia",2020-02-29,83721,1493,2904,60,38,38,"Asia",4.5e+09,1.9,0,0.1,0
"242","Asia",2020-03-01,85320,1599,2952,48,39,39,"Asia",4.5e+09,1.9,0,0.1,0
"243","Asia",2020-03-02,86698,1378,3017,65,40,40,"Asia",4.5e+09,1.9,0,0.1,0
"244","Asia",2020-03-03,88564,1866,3061,44,41,41,"Asia",4.5e+09,2,0,0.1,0
"245","Asia",2020-03-04,89795,1231,3122,61,42,42,"Asia",4.5e+09,2,0,0.1,0
"246","Asia",2020-03-05,91080,1285,3169,47,43,43,"Asia",4.5e+09,2,0,0.1,0
"247","Asia",2020-03-06,93117,2037,3223,54,44,44,"Asia",4.5e+09,2.1,0,0.1,0
"248","Asia",2020-03-07,94869,1752,3275,52,45,45,"Asia",4.5e+09,2.1,0,0.1,0
"249","Asia",2020-03-08,96082,1213,3361,86,46,46,"Asia",4.5e+09,2.1,0,0.1,0
"250","Asia",2020-03-09,96984,902,3432,71,47,47,"Asia",4.5e+09,2.2,0,0.1,0
"251","Asia",2020-03-10,98159,1175,3508,76,48,48,"Asia",4.5e+09,2.2,0,0.1,0
"252","Asia",2020-03-11,99911,1752,3605,97,49,49,"Asia",4.5e+09,2.2,0,0.1,0
"253","Asia",2020-03-12,101269,1358,3703,98,50,50,"Asia",4.5e+09,2.3,0,0.1,0
"254","Asia",2020-03-13,103084,1815,3807,104,51,51,"Asia",4.5e+09,2.3,0,0.1,0
"255","Asia",2020-03-14,104997,1913,3929,122,52,52,"Asia",4.5e+09,2.3,0,0.1,0
"256","Asia",2020-03-15,106963,1966,4060,131,53,53,"Asia",4.5e+09,2.4,0,0.1,0
"257","Asia",2020-03-16,108620,1657,4211,151,54,54,"Asia",4.5e+09,2.4,0,0.1,0
"258","Asia",2020-03-17,110601,1981,4370,159,55,55,"Asia",4.5e+09,2.5,0,0.1,0
"259","Asia",2020-03-18,112712,2111,4558,188,56,56,"Asia",4.5e+09,2.5,0,0.1,0
"260","Asia",2020-03-19,114959,2247,4733,177,57,57,"Asia",4.5e+09,2.6,0,0.1,0
"261","Asia",2020-03-20,117520,2561,4911,178,58,58,"Asia",4.5e+09,2.6,0.1,0.1,0
"262","Asia",2020-03-21,120044,2524,5065,158,59,59,"Asia",4.5e+09,2.7,0.1,0.1,0
"263","Asia",2020-03-22,123223,3179,5274,209,60,60,"Asia",4.5e+09,2.7,0.1,0.1,0
"264","Asia",2020-03-23,126311,3088,5430,156,61,61,"Asia",4.5e+09,2.8,0.1,0.1,0
